'duration','end_of_fade_in','key','loudness','start_of_fade_out','tempo','artist_familiarity','artist_hotttnesss','release_7digitalid','song_hotttnesss'
164.8322,0.206,9,-11.425,154.738,130.453,0.46299609437200084,0.32939194916225606,485079,0.26586104921065007
115.17342,0.165,0,-7.807,107.503,125.663,0.6653221619060184,0.3942171989010042,316960,0.5571877675186344
331.88526,0.0,6,-12.643,326.031,108.069,0.5027118587787895,0.3184307599723285,605532,0.0
165.38077,0.0,9,-6.367,150.111,108.251,0.8093237930019529,0.48801984168567314,599298,0.4944895175021134
181.96853,0.218,8,-18.891,174.55,80.016,0.2628502162786072,0.0,208882,0.26695518627553855
202.34404,0.136,4,-9.535,190.409,118.155,0.48118021177808756,0.37949565056873846,152528,0.2884816426560289
36.54485,0.31,3,-16.397,36.545,148.748,0.4908903993761783,0.30862502328197755,511959,0.21508031850922793
204.56444,0.397,0,-14.554,196.325,116.318,0.3373617127147608,0.25810624743692673,620938,0.319565986882865
280.39791,2.955,1,-5.174,269.636,144.022,0.6837711020490507,0.5133001232753654,524252,0.4733465411087876
319.00689,0.0,9,-14.886,313.934,109.305,0.57640420477843,0.45054667427270134,509704,0.26695518627553855
233.06404,0.253,2,-9.433,223.3,199.826,0.5758447565611612,0.42685185323555136,153196,0.0
185.10322,2.496,4,-6.79,173.244,51.714,0.36998812381486595,0.2617301296059692,758701,0.2998774882739778
157.3873,0.199,2,-15.006,157.387,105.085,0.6454264992871335,0.4387791606450403,29172,0.46899778764525596
225.59302,0.288,10,-4.456,216.938,120.07,0.6282908566142944,0.3641638102724453,593775,0.6645424151996254
332.5122,2.624,11,-5.821,319.205,196.106,0.6662161593678,0.5497612254572041,343601,0.30416950343527516
202.68363,0.0,9,-11.123,198.142,126.785,0.505644261572307,0.351210536532264,199953,0.0
480.96608,0.0,4,-6.743,471.946,137.924,0.6214867004252652,0.4636080771270053,546057,0.0
211.30404,0.0,7,-6.088,211.304,125.348,0.6943577464366076,0.5207841069422383,117351,0.4787262884803349
356.362,0.0,4,-11.926,351.521,83.99,0.5109930419063133,0.3792228610861676,8759,0.3552855364230894
280.73751,2.49,7,-15.636,273.81,103.584,0.5080586129066689,0.3722985729468398,578298,0.4454545254934259
95.58159,2.659,11,-17.746,87.917,150.028,0.6439825914925877,0.40662621742204,705848,0.5187598979970994
183.17016,0.27,3,-6.752,168.687,91.584,0.5067789283762791,0.32841373787793265,122921,0.3347065490692206
240.90077,3.1,0,-8.278,231.793,126.618,0.5987268408408515,0.42689268086794374,759494,0.0
339.66975,0.0,4,-12.652,329.776,208.338,0.6886386535712516,0.47878007430730035,132769,0.0
248.99873,0.206,0,-7.181,231.277,124.332,0.6377721594176248,0.5408325519524202,514111,0.349166902124596
362.03057,0.194,9,-13.839,354.592,161.529,0.556997727619772,0.39158702913337384,15931,0.6987084616730519
125.88363,0.148,5,-9.969,120.448,115.75,0.7109014658835788,0.5179902213595114,764874,0.4609631614243544
240.66567,0.0,4,-3.764,230.864,126.105,0.6876944572284418,0.4416434048199295,162141,0.3277366831778408
307.51302,0.316,4,-15.016,296.397,140.945,0.5196863132705067,0.38238936993589595,513118,0.0
278.17751,0.0,9,-3.638,271.906,62.78,0.5298625995093088,0.3515525062132662,470302,0.21204540548371908
233.63873,0.518,5,-23.893,224.653,115.38,0.5344643522287597,0.36868937254805195,379517,0.6806556311410517
101.74649,0.0,1,-6.905,101.746,96.686,0.6869889546292448,0.6066301517291853,307454,0.2707759989463275
207.41179,0.235,3,-18.34,200.15,40.27,0.4340263679025057,0.23451976036910782,116383,0.2504203242358393
219.76771,0.318,5,-16.205,208.718,107.905,0.5458666086016136,0.3753624343566203,342581,0.3867901771390143
269.97506,0.253,1,-8.704,258.955,84.631,0.6035509518184823,0.3036181631192548,154404,0.3714584769981257
182.62159,0.0,5,-4.373,177.807,105.004,0.5207264878849363,0.35926026411845985,591200,0.0
291.39546,0.0,1,-5.765,286.616,179.406,0.8405904383361571,0.5465451619554416,27051,0.579038701159863
237.58322,0.0,1,-2.664,237.583,94.819,0.8627954137489581,0.6002824907473767,22383,0.47405483093120077
159.26812,0.31,6,-11.498,159.268,173.423,0.31568487434511017,0.45385026533052464,47639,0.476248227291196
78.91546,0.0,10,-4.314,78.915,145.562,0.2287303097845054,0.3083034618755452,629748,0.21508031850922793
369.13587,0.0,11,-11.085,358.336,121.842,0.8659700129382968,0.594733860303222,110159,0.2718839761869823
226.82077,1.214,0,-12.778,224.223,45.43,0.4712126073505239,0.3402755073008875,111881,0.5187598979970994
188.49914,0.351,0,-7.659,185.313,170.079,0.6087035683375998,0.36221895681539285,757780,0.6193058811154868
248.99873,0.188,7,-13.795,239.177,129.034,0.32300899095323227,0.31143764032728327,600571,0.0
359.36608,0.078,0,-6.637,359.366,122.934,0.7137828859773337,0.5291669829264597,405085,0.5159636307203983
520.88118,0.0,7,-5.532,499.995,141.746,0.6182847302514278,0.4142756816409491,550937,0.4507622416414992
165.38077,0.0,7,-14.682,165.381,115.007,0.7269598062613086,0.4568654203499331,565234,0.3347065490692206
398.44526,0.0,1,-9.244,387.634,150.3,0.6657283364248289,0.45694055844157816,95431,0.6406840303493887
290.37669,0.0,5,-5.536,275.215,93.041,0.462384381811232,0.3443185423489831,605707,0.0
254.58893,1.221,9,-16.261,246.044,142.479,0.6042595598579541,0.4610230157261765,199578,0.0
222.92853,3.291,7,-5.057,216.213,118.056,0.7104456223870355,0.5406306862249688,289146,0.5231661082108239
274.65098,0.334,8,-25.395,247.188,82.581,0.5613709072283409,0.36553375619798023,178620,0.36727341580934564
290.48118,2.328,9,-8.732,282.889,118.058,0.526077280016743,0.37456025292704015,553001,0.3135621142479342
130.66404,0.553,6,-24.953,119.803,178.63,0.5678006012579979,0.3735271701536804,225988,0.0
125.36118,2.038,4,-12.892,117.383,120.92,0.4955188926221068,0.3328671702548936,663900,0.21508031850922793
225.61914,0.0,8,-16.007,225.619,79.952,0.4798646797866982,0.3852304418657705,465807,0.6604010383914785
198.86975,0.0,6,-6.353,198.87,87.102,0.8388162736053629,0.5577556747785098,109846,0.563246899280654
208.14322,0.259,0,-5.384,199.262,140.595,0.5851791212957991,0.38346429630274825,228272,0.42651242880748796
127.29424,0.177,10,-11.539,113.627,71.597,0.66229870965635,0.379137555624937,644803,0.0
104.93342,0.229,1,-5.625,100.833,60.017,0.6971136627128754,0.5187841023656041,225509,0.6451314372414961
196.17914,0.508,1,-12.493,190.978,116.903,0.4268827623466008,0.3333034182734665,155742,0.28517574266835705
214.46485,0.177,9,-9.06,214.465,90.983,0.6554834784453758,0.44521698744131516,614267,0.4137398358601097
253.70077,0.189,9,-5.863,225.953,186.285,0.6874832051565415,0.5142064031849427,624865,0.0
228.93669,0.34,2,-5.376,212.753,177.563,0.44104996018435266,0.35300068828370523,457876,0.3867901771390143
440.52853,0.241,6,-10.744,398.385,135.053,0.614345532119778,0.4065914766883161,391019,0.34092275586437804
146.88608,0.532,11,-13.615,138.826,135.033,0.6742377995907541,0.4652702100858289,784940,0.5216592580484611
282.25261,0.0,6,-12.686,263.227,96.043,0.580971509956603,0.34873592978406104,198380,0.0
213.31546,0.107,3,-5.688,209.398,97.289,0.4984141333079685,0.32600887327943756,700407,0.0
268.9824,0.0,1,-2.904,241.133,87.618,0.6741604753853119,0.4784907329726669,216081,0.3603705827121406
279.7971,0.24,6,-8.681,264.934,141.992,0.46705418466605936,0.37455792647989944,604170,0.2916254362425682
48.63955,0.0,6,-4.429,48.64,106.41,0.2287303097845054,0.3083034618755452,629748,0.21508031850922793
235.17995,0.0,1,-3.775,235.18,159.499,0.8229085341315785,0.5720278536807922,762311,0.22809606592725593
214.17751,0.183,2,-6.453,210.483,103.548,0.4816214713847356,0.38420162917297757,234738,0.46564175747904607
342.02077,0.136,11,-6.424,329.706,145.032,0.3757368868593704,0.44738602927213034,401488,0.0
224.9922,0.0,2,-14.658,221.658,100.312,0.6092941551456632,0.3730604928119009,307644,0.0
251.402,0.0,7,-7.225,240.477,121.795,0.6364236449500698,0.4479354804795022,217966,0.3347065490692206
203.72853,2.519,2,-17.962,197.178,90.098,0.42196043731099453,0.23274867834736324,539413,0.2704229740800682
227.34322,0.212,10,-12.955,208.997,140.281,0.5291027999696011,0.41136413214629225,341095,0.0
261.8771,0.171,0,-4.774,253.87,90.267,0.5034672212029974,0.22879205843535128,465192,0.0
209.44934,0.171,5,-3.432,195.587,127.122,0.4830746401906156,0.33945731536044577,238767,0.3347065490692206
199.8624,0.195,7,-9.341,192.435,121.834,0.610330728063647,0.4078215648614953,509686,0.0
336.16934,0.0,3,-3.832,307.542,127.817,0.6339327257785367,0.41652939963732327,708849,0.7544044107855595
122.56608,0.136,6,-5.766,122.566,142.253,0.48119412600974215,0.389230135470802,771319,0.24771546220109708
165.27628,0.235,10,-13.718,158.523,198.118,0.5760441727172667,0.360829937368727,24765,0.0
82.9122,0.0,9,-16.673,82.912,64.259,0.6400483571565447,0.40439264015477133,515081,0.2998774882739778
161.95873,0.0,11,-11.68,156.067,104.79,0.6087035683375998,0.36221895681539285,758081,0.0
366.05342,0.0,2,-6.426,359.619,110.57,0.8582706777960948,0.515325300572259,64782,0.47405483093120077
163.00363,2.038,2,-4.993,151.005,160.051,0.6127706711189529,0.3728905807979984,725703,0.6730744349497046
152.18893,0.374,6,-14.712,146.826,101.335,0.4698953091896986,0.3648176175489906,338983,0.0
367.46404,2.676,0,-12.569,335.43,159.415,0.5287363533324084,0.3213669967623554,280787,0.28432769597387864
288.28689,0.189,4,-6.156,277.815,155.926,0.5954144590901588,0.41709885981405265,573824,0.0
301.24363,2.485,0,-7.016,292.838,105.157,0.5086362291338029,0.3721191186306522,72104,0.4137398358601097
268.22485,4.673,1,-11.783,261.433,91.007,0.526077280016743,0.37456025292704015,555390,0.37952332442218817
46.21016,0.311,1,-15.912,46.21,142.782,0.4500535683334133,0.39535279249535926,800719,0.4051157216913865
222.04036,0.131,9,-4.776,217.025,166.025,0.78041270983109,0.3698038280455917,707594,0.6502487244317949
231.96689,0.0,0,-5.621,225.141,146.879,0.620980305119837,0.30609359638323747,585277,0.0
259.29098,0.45,6,-5.033,256.296,92.439,0.7470614269554612,0.32752607801909256,212771,0.3589765264395974
284.9171,0.0,7,-5.068,278.338,173.985,0.607734319959422,0.44845283663706254,208681,0.0
272.09098,0.0,10,-13.331,244.024,105.509,0.5902437967911479,0.3874232710097214,499741,0.0
229.32853,1.088,10,-5.047,227.103,156.002,0.5955540535132754,0.40070522715058843,104256,0.5428987432910862
47.51628,0.362,7,-19.995,47.516,61.409,0.44467787058254815,0.3330153017242651,64157,0.21204540548371908
283.0624,0.0,7,-8.691,283.062,108.584,0.6382782112906544,0.4824322424877222,608749,0.30416950343527516
200.28036,0.415,2,-9.437,196.261,84.81,0.5706096582245511,0.3898771264212854,536937,0.37598430150044215
132.44036,0.232,0,-7.554,132.44,126.274,0.599662426329729,0.3855717251680908,243289,0.46048484498641545
194.48118,0.154,7,-10.981,181.005,88.746,0.6321309130150968,0.4722812106508984,292133,0.536032111708468
472.52853,0.18,7,-13.207,429.941,100.013,0.738039724798806,0.5303303838678372,532527,0.6854736381952535
211.01669,0.519,0,-8.873,203.593,107.892,0.5285279585818009,0.33567760937721514,443355,0.0
253.51791,0.0,5,-6.803,239.514,116.034,0.40156680946575457,0.28033044155223535,364307,0.0
159.76444,0.0,2,-10.012,150.988,128.961,0.8598733119890262,0.5330853751571502,571090,0.596300263968127
242.28526,0.374,9,-13.459,222.778,120.059,0.5039722636965935,0.4292886304164929,201731,0.3725300393660796
154.30485,0.0,0,-11.467,149.838,134.56,0.47168268643925954,0.38459812040625513,473397,0.2331663339689613
287.65995,0.148,5,-6.304,279.667,85.731,0.7072047439332318,0.5196368555463167,647213,0.48512236410182064
119.7971,0.085,11,-5.535,113.766,161.909,0.8474517132179911,0.779968004597178,267820,0.6276086027807122
639.60771,0.0,1,-10.825,639.608,121.075,0.32757379383984025,0.28526989675894066,225466,0.368413732666965
233.24689,0.148,7,-8.392,217.594,166.411,0.589995161887244,0.30771167908554087,653733,0.0
279.24853,3.849,0,-6.213,264.806,124.008,0.5400328341191823,0.35697025986249137,226246,0.0
235.49342,0.177,2,-6.299,223.155,140.143,0.5094732765545044,0.35429558053239785,572479,0.20221697433354605
151.19628,0.0,10,-14.243,146.86,87.899,0.5412311890070843,0.3601702712487263,559619,0.0
198.16444,0.0,9,-8.017,182.642,120.848,0.603602148412424,0.40948425265569705,726295,0.2707759989463275
223.29424,4.342,5,-5.317,218.715,95.298,0.43169146517608215,0.2894309060642961,133041,0.5341277669740914
215.48363,0.213,7,-14.701,204.614,102.402,0.5168736834341928,0.31060034368783074,153305,0.0
118.83057,0.449,2,-13.005,118.831,111.034,0.6118014714600088,0.39904208143240477,577165,0.0
184.58077,0.061,2,-3.426,179.304,168.02,0.9251919583106313,0.6628762864078096,636998,0.9175519634036278
140.59057,0.241,3,-11.897,137.77,118.096,0.35449610815774923,0.24945364941116577,652690,0.22914410371660274
260.30975,0.199,2,-9.989,248.041,139.959,0.5830496125438399,0.3640067137295025,170871,0.4444017145228514
219.89832,0.0,4,-3.926,210.686,165.224,0.758299703809623,0.49362943781241375,358351,0.4715782477005801
235.65016,0.334,10,-3.053,218.25,115.418,0.6098197611515211,0.4199679357708968,559955,0.5114243256864599
238.31465,2.339,4,-12.054,215.522,85.652,0.5817937658450281,0.4019975433642836,399933,0.26586104921065007
406.17751,3.657,10,-11.128,406.178,86.675,0.4910501682957887,0.35500876872856957,225132,0.48389199867731697
283.16689,0.569,2,-9.217,279.597,148.856,0.5003993096971188,0.4332438337235128,681151,0.3135621142479342
188.55138,0.27,3,-8.602,180.651,103.225,0.6850804894726431,0.46070367444999755,495087,0.0
244.87138,0.278,5,-14.587,233.047,59.17,0.5570261643754362,0.3203064969873311,148791,0.0
413.54404,0.275,9,-10.216,400.347,122.691,0.5136323025791891,0.3786564863242852,569913,0.0
275.22567,0.0,2,-5.572,262.809,93.03,0.5355553591392451,0.17153224239720058,462774,0.0
335.93424,0.345,5,-21.498,327.819,77.635,0.49544592177023467,0.294861261887382,735329,0.0
289.12281,0.0,1,-3.628,279.8,143.855,0.5381377399132121,0.4003877565967999,310877,0.42744657148843085
145.94567,0.165,4,-9.063,137.485,109.696,0.49477114216963425,0.21708353351297105,538806,0.0
273.03138,0.165,4,-6.116,265.41,124.989,0.6578268856404534,0.45873080635884184,759590,0.4961753356732933
202.57914,0.137,11,-12.215,197.538,160.066,0.629399857237666,0.34526923491125083,406997,0.3277366831778408
221.23057,0.473,4,-14.977,212.91,110.98,0.6231542839712871,0.42935351499935154,382118,0.21508031850922793
191.7122,0.078,0,-9.22,185.504,141.868,0.16485330120346647,0.0,457846,0.34092275586437804
189.3873,0.177,5,-16.111,182.793,164.641,0.6073269822745797,0.4011447414777875,599320,0.35853497592151906
222.30159,0.0,9,-4.224,222.302,181.208,0.6396142011782292,0.46455028067867915,347392,0.3231121208952123
228.80608,2.473,11,-6.036,228.806,86.844,0.5966423960408724,0.3381040097228484,571600,0.20639691576396524
287.7122,0.0,8,-3.848,280.108,97.143,0.6876874858721554,0.4066860994666606,94240,0.5971167029227197
367.01995,0.192,0,-5.278,357.953,88.57,0.8339679720525084,0.5762019662804653,9153,0.9117334982310725
200.35873,0.067,2,-4.793,194.99,98.784,0.6455339964734248,0.4484074421231136,630579,0.27224568000599825
238.10567,6.31,9,-10.133,230.882,77.885,0.6533974890237466,0.4191635877630802,761892,0.0
149.36771,0.286,8,-12.625,144.782,177.866,0.6919564731425232,0.4603895823113582,246583,0.6136522020662345
332.01587,0.2,7,-9.475,318.502,88.012,0.4076067901144274,0.2910374459399871,64358,0.24111515090553323
159.45098,0.2,4,-6.22,150.28,147.734,0.24714009638782986,0.234568798994757,192746,0.19859681533293505
143.15057,0.235,7,-7.293,132.981,116.122,0.6332206239096116,0.4102474074764877,40409,0.0
239.5424,0.403,9,-8.626,229.529,181.355,0.6862219950692093,0.48607237966592026,47633,0.6085528213375102
187.0624,0.0,0,-15.909,182.904,0.0,0.7740371421614921,0.5217266477912379,346407,0.4348380902608562
196.54485,0.066,2,-8.101,191.24,107.303,0.4260909502778501,0.21627785290385876,466884,0.0
231.54893,0.165,8,-9.781,212.103,103.046,0.5183370258223012,0.33533510832863395,240016,0.0
253.07383,0.0,10,-6.21,234.934,136.897,0.7864270833791762,0.5122267383177268,264782,0.5782748931228445
271.64689,0.124,6,-9.951,264.406,148.142,0.6010690522149722,0.3591859927517973,94166,0.4072330149011048
277.18485,0.0,2,-10.638,270.321,61.82,0.4771800087520739,0.32795475415321146,620764,0.19285634606505803
231.33995,0.439,9,-9.018,218.767,88.942,0.6792921844437226,0.4318827563379648,106254,0.0
231.73179,0.553,5,-6.079,220.444,130.545,0.5755324116913901,0.37453002882015307,386501,0.30416950343527516
200.35873,0.299,5,-6.692,185.794,135.525,0.5058451786637451,0.348146526368703,87904,0.4471357962861778
193.27955,0.073,7,-10.499,185.574,88.915,0.40646743647771033,0.30157018179165396,803126,0.0
259.91791,0.891,9,-14.135,249.777,91.289,0.6342269633902287,0.443708895002134,768212,0.0
77.00853,2.949,0,-22.659,68.865,113.515,0.6451923387467661,0.47122432991900803,55238,0.5729201479465231
210.52036,0.224,10,-12.928,198.972,106.658,0.46258543953973363,0.3096561486972924,399772,0.42530424172042486
239.5424,0.0,2,-20.578,223.701,111.549,0.49089798839115084,0.3653021909738527,5395,0.0
180.03546,0.195,7,-8.537,169.14,158.404,0.6940216479070769,0.47940767557514763,275954,0.5908602981061548
265.58649,0.0,4,-8.723,261.149,93.001,0.4193126413987156,0.3196514586921026,625137,0.26586104921065007
291.83955,0.484,10,-14.199,274.419,82.733,0.632008012811142,0.14468466090957882,111304,0.38089897971051057
262.24281,0.218,0,-8.285,255.176,130.513,0.6209639810603148,0.41325469345890786,507337,0.30416950343527516
419.68281,0.0,1,-5.251,410.035,93.924,0.5738431163226819,0.40864682737660296,613103,0.0
280.00608,0.148,1,-9.429,265.346,99.059,0.7127448996498358,0.47070038961361016,23369,0.7752353624843904
194.45506,0.0,7,-4.533,188.082,84.461,0.5887690291022705,0.3394049885161382,407562,0.0
187.24526,0.0,1,-5.73,187.245,109.072,0.7302463186126901,0.5204895709802003,398420,0.4944895175021134
162.87302,0.386,0,-16.055,156.34,174.609,0.5057847627270969,0.3267503339737977,174662,0.0
74.68363,0.0,5,-3.599,74.684,104.805,0.5915626331705804,0.4072397164458532,480093,0.5486780555679608
154.38322,2.781,1,-19.751,136.725,98.509,0.5729433958023782,0.4358082848637359,117369,0.0
178.75546,0.752,4,-21.858,173.801,163.083,0.4905864018711718,0.35102262079534835,174703,0.0
282.85342,7.941,9,-7.341,282.853,125.958,0.7653570130635742,0.7551499130578622,228741,0.5205265108827344
168.12363,0.138,5,-14.058,153.734,94.994,0.4881608522187595,0.29911257953883963,131960,0.23571422953889082
184.05832,0.189,1,-6.547,175.676,131.121,0.8440395322273969,0.5243789875148084,226814,0.5943624888400596
128.83546,0.0,5,-8.966,116.599,139.972,0.6364189476344927,0.46549967912041307,780297,0.6264642401853926
269.322,0.212,0,-9.041,250.363,140.044,0.564710159052268,0.4159376408281591,819293,0.5114243256864599
241.97179,3.431,1,-9.295,227.91,171.329,0.5650898922038983,0.44859380261178367,536803,0.48828987603734525
247.71873,2.339,6,-8.64,239.229,80.996,0.5955540535132754,0.40070522715058843,104144,0.0
329.37751,0.079,10,-5.626,319.24,150.077,0.7963370594985002,0.5829215764506247,290005,0.860070193742392
149.18485,0.214,2,-7.848,143.941,120.183,0.1135429332778124,0.3128277665798783,65452,0.4051157216913865
167.6273,0.189,6,-14.904,156.497,123.094,0.5708253226408206,0.40358823765010066,609053,0.52549711888017
209.97179,0.386,0,-7.094,200.446,93.265,0.25725152169122895,0.138461596356064,660019,0.0
201.92608,0.184,10,-14.361,191.594,144.232,0.5410334266884267,0.42380844353697666,382315,0.3231121208952123
1598.1971,1.03,10,-7.638,1588.216,74.384,0.6868116168133814,0.44387567634355013,505465,0.39200877147130697
184.00608,0.084,4,-2.895,175.525,127.15,0.8648678420923306,0.7660761644197827,45717,0.4348380902608562
274.78159,0.113,4,-5.958,260.777,92.998,0.8453733038122141,0.5344297136566577,266372,0.2284737297775099
199.05261,0.241,4,-22.272,184.366,86.463,0.6038827924392042,0.39428262114457113,313944,0.3135621142479342
225.74975,0.0,8,-15.893,205.967,110.598,0.543971486595895,0.3586856662337679,292085,0.4338613818786954
197.22404,0.0,0,-23.549,188.714,176.279,0.6242003276351012,0.3690768705489907,275331,0.26586104921065007
338.12853,0.0,9,-13.422,330.141,84.895,0.472247769436684,0.3167245506978163,780822,0.26695518627553855
140.40771,0.0,2,-4.459,136.214,207.974,0.7734913244983689,0.5004591506589332,461074,0.7155117073573134
210.54649,7.007,1,-12.26,196.545,130.325,0.8389243105071171,0.6077927514628412,521760,0.5351060248978569
219.81995,0.119,8,-3.67,211.598,91.011,0.8095522095461632,0.5831470220911679,140385,0.6386467228957761
191.97342,0.095,0,-18.025,186.88,182.879,0.43053890741728074,0.3163540008222974,578135,0.0
243.25179,0.311,6,-4.403,232.519,89.925,0.6854353836435828,0.43266935290740416,713200,0.23962909777363708
90.90567,0.0,8,-9.505,82.042,108.445,0.7326611319120517,0.4584394682388324,614878,0.6582025370138694
82.85995,0.172,4,-19.368,80.167,159.212,0.7986451787418826,0.5524133455169445,9856,0.7181797900843453
170.84036,0.0,10,-2.323,167.277,145.18,0.6686745328613157,0.4675384440100101,706005,0.556739869245632
242.28526,0.16,6,-10.481,230.284,152.02,0.6309286076787999,0.46155845195981815,139188,0.21508031850922793
200.28036,0.0,4,-29.692,185.22,110.167,0.598739119236467,0.351675722091874,500537,0.0
276.45342,0.0,7,-6.51,267.476,150.012,0.6364366724208069,0.4290978119935513,639527,0.6499504084801206
295.94077,0.229,2,-8.637,272.387,120.954,0.3259130647580504,0.0,508264,0.27074649435019904
274.46812,0.062,4,-10.164,253.626,116.829,0.5508742244754086,0.3943452753722506,510115,0.21508031850922793
223.92118,0.0,5,-6.465,218.117,84.956,0.8045235206697148,0.5864333787181634,209869,0.7543210589242434
186.5922,0.148,4,-15.45,172.803,159.502,0.6439825914925877,0.40662621742204,8997,0.5996603576264808
189.43955,0.243,2,-9.215,174.132,118.66,0.0,0.2515999237274326,473152,0.21508031850922793
53.31546,2.026,6,-23.155,53.315,79.685,0.6118014714600088,0.39904208143240477,592680,0.21204540548371908
385.2273,0.0,1,-6.965,353.228,94.005,0.7411952394747722,0.3957935459099355,134855,0.495123935877674
276.79302,0.38,7,-22.645,253.933,138.83,0.4480253455381388,0.39362217173199315,485210,0.5797287486139356
349.51791,0.142,1,-17.081,334.269,149.567,0.5271851582563825,0.3400800143022967,597487,0.0
194.45506,0.19,0,-5.729,179.891,89.001,0.32570077099924793,0.37383289436536393,74893,0.25187173663342577
271.85587,0.316,0,-13.983,263.425,74.392,0.4950666609736366,0.37217987785740625,455287,0.2884816426560289
197.72036,0.078,4,-12.745,190.195,120.138,0.366302894628521,0.0,611612,0.2538347361322313
281.52118,0.285,9,-13.358,267.273,201.006,0.6013057514861917,0.3636756770511417,23102,0.6248335335556564
227.36934,8.702,0,-15.712,211.116,103.621,0.6151068464217128,0.3456102035553218,305169,0.26586104921065007
175.25506,0.531,8,-17.186,167.056,84.894,0.6168963856681389,0.4165039463700261,458165,0.3552855364230894
183.58812,0.206,7,-2.713,172.832,142.895,0.40885047478141634,0.3389928026035713,422489,0.4348380902608562
211.74812,0.142,5,-5.184,199.848,216.196,0.5849891728514489,0.34440544457021643,505335,0.4944895175021134
1054.37995,0.207,9,-11.906,1035.796,246.5,0.5684273472983497,0.33504177703727017,507547,0.0
166.42567,0.0,2,-8.107,162.058,117.368,0.6515834361464283,0.40502545533074,627408,0.6500145151743562
133.82485,0.456,10,-8.06,133.825,120.663,0.8405904383361571,0.5465451619554416,131598,0.3725300393660796
259.63057,4.708,10,-7.295,257.295,130.098,0.7680042347735891,0.5608197692618571,622883,0.3603705827121406
267.67628,6.24,5,-10.96,260.946,176.349,0.6068853113130981,0.39759432410586093,214125,0.41967427880955327
279.74485,0.0,8,-9.027,272.747,172.35,0.5931192721027791,0.3730007395759258,314435,0.5100187246359477
207.20281,0.166,4,-14.799,203.244,154.603,0.7504798171418188,0.5384911275040679,269516,0.3651438041452445
159.242,0.34,0,-17.896,153.49,114.028,0.39413853984589253,0.29153972708877773,555246,0.0
24.0322,0.348,1,-14.38,24.032,161.26,0.5254919176075387,0.33353892446888,226013,0.0
409.91302,0.485,1,-12.066,402.088,124.988,0.4893181616985732,0.25116592509237207,208424,0.0
242.70322,0.334,2,-13.558,235.381,69.704,0.632592419749175,0.49769050699763745,298724,0.2623915984977434
244.61016,0.0,10,-20.819,244.61,117.772,0.5082207110634701,0.3760144930305397,253291,0.0
237.45261,5.317,10,-13.486,218.506,158.57,0.6984525389455865,0.5029746364184818,213,0.43965465970686407
273.78893,0.328,4,-10.27,269.903,193.575,0.7740371421614921,0.5217266477912379,509706,0.6294932474867754
211.87873,0.0,4,-4.309,207.778,152.457,0.6726805928835387,0.47638910882585617,632110,0.49783321457002905
310.59546,0.0,4,-10.091,301.082,153.086,0.4939950795331234,0.37217987785740625,623984,0.0
